season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,player_id,player_name,player_age,player_birth_date,player_country_code,player_birth_country_code,player_gender,player_field_position,player_detailed_field_position,club_id,club_shirt_name,club_jersey_number,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,250043463,Heung-Min Son,33.0,1992-07-08,KOR,KOR,MALE,MIDFIELDER,WINGER,1652,Son,7,0.0,11.0,5.0,3.0,6.0
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,250046522,Julian Brandt,29.0,1996-05-02,GER,GER,MALE,MIDFIELDER,WINGER,52758,Brandt,10,0.0,11.0,1.0,8.0,8.0
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,54160,Timofei Kalachev,44.0,1981-05-01,BLR,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,Kalachou,2,0.0,10.0,0.0,0.0,5.0
2017,50124,ATM,Atleti,Atleti,Spain,España,93951,Gabi,42.0,1983-07-10,ESP,ESP,MALE,,WINGER,,,14,0.0,9.0,1.0,6.0,11.0
2017,5312,LYO,Lyon,Lyon,France,Francia,105575,Mathieu Valbuena,41.0,1984-09-28,FRA,FRA,MALE,MIDFIELDER,WINGER,79943,Valbuena,28,0.0,9.0,1.0,0.0,3.0
2017,50064,POR,Porto,Porto,Portugal,Portugal,250040109,Miguel Layún,37.0,1988-06-25,MEX,,MALE,DEFENDER,FULL_BACK,,M. Layún,24,0.0,9.0,0.0,6.0,6.0
2017,5312,LYO,Lyon,Lyon,France,Francia,103881,Maciej Rybus,36.0,1989-08-19,POL,,MALE,DEFENDER,WINGER,50068,Rybus,31,0.0,8.0,2.0,1.0,4.0
2017,52747,PSG,Paris,Paris,France,Francia,93320,Hatem Ben Arfa,38.0,1987-03-07,FRA,FRA,MALE,MIDFIELDER,WINGER,75797,BEN ARFA,11,0.0,8.0,0.0,10.0,3.0
2017,50080,BAR,Barcelona,Barcelona,Spain,España,97744,Ivan Rakitić,37.0,1988-03-10,CRO,SUI,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,I. RAKITIĆ,11,0.0,8.0,0.0,6.0,9.0
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,103709,Scott Sinclair,36.0,1989-03-25,ENG,,MALE,MIDFIELDER,WINGER,77893,Sinclair,11,0.0,7.0,4.0,5.0,5.0
2017,52919,MCI,Man City,Man City,England,Inglaterra,250005335,İlkay Gündoğan,35.0,1990-10-24,GER,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50067,GÜNDOĞAN,20,0.0,7.0,0.0,7.0,6.0
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,101154,Raffael,40.0,1985-03-28,BRA,,MALE,FORWARD,STRIKER,,Raffael,11,0.0,7.0,0.0,5.0,5.0
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,98804,Caner Erkin,37.0,1988-10-04,TUR,,MALE,DEFENDER,FULL_BACK,50101,CANER,88,0.0,7.0,0.0,1.0,3.0
2017,52714,SEV,Sevilla,Sevilla,Spain,España,250039881,Ganso,36.0,1989-10-12,BRA,,MALE,MIDFIELDER,UNKNOWN,2601650,Ganso,19,0.0,7.0,0.0,0.0,1.0
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,250060817,Renato Steffen,34.0,1991-11-03,SUI,SUI,MALE,MIDFIELDER,WINGER,8538,Steffen,11,0.0,6.0,2.0,4.0,5.0
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,250025960,Thibault Moulin,35.0,1990-01-13,FRA,,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,2607730,Moulin,75,0.0,6.0,1.0,2.0,5.0
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,108426,Alan Dzagoev,35.0,1990-06-17,RUS,RUS,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,54266,Dzagoev,10,0.0,6.0,1.0,2.0,3.0
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,250017121,Charles Aránguiz,36.0,1989-04-17,CHI,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,Ch. Aránguiz,20,0.0,6.0,1.0,0.0,8.0
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,72563,Matías Delgado,42.0,1982-12-15,ITA,,MALE,MIDFIELDER,,59856,Delgado,10,0.0,6.0,1.0,0.0,6.0
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250070417,Joshua Kimmich,30.0,1995-02-08,GER,GER,MALE,MIDFIELDER,CENTRE_BACK,50037,Kimmich,6,0.0,6.0,0.0,2.0,8.0
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,250017884,Stuart Armstrong,33.0,1992-03-30,SCO,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50122,Armstrong,16,0.0,5.0,1.0,5.0,5.0
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,250011132,Bryan Ruiz,40.0,1985-08-18,CRC,,MALE,FORWARD,ATTACKING_MIDFIELDER,50149,Bryan,20,0.0,5.0,1.0,3.0,6.0
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,250004244,Georgi Milanov,33.0,1992-02-19,BUL,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50098,Milanov,7,0.0,5.0,1.0,0.0,6.0
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,250064188,Hans Vanaken,33.0,1992-08-24,BEL,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50043,Vanaken,20,0.0,5.0,0.0,0.0,6.0
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,250001818,Ibrahima Traoré,37.0,1988-04-21,GNB,FRA,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52757,Traoré,16,0.0,4.0,2.0,1.0,4.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,70120,James Milner,39.0,1986-01-04,ENG,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2601105,Milner,6,9.0,24.0,1.0,6.0,11.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250080619,Roberto Firmino,34.0,1991-10-02,BRA,BRA,MALE,FORWARD,STRIKER,7889,Firmino,9,8.0,1.0,3.0,13.0,13.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,106375,Luis Suárez,38.0,1987-01-24,URU,URU,MALE,FORWARD,UNKNOWN,,SUÁREZ,9,5.0,0.0,12.0,10.0,10.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250008901,Kevin De Bruyne,34.0,1991-06-28,BEL,BEL,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,50136,De Bruyne,11,4.0,23.0,0.0,8.0,8.0
2018,52747,PSG,Paris,Paris,France,Francia,250039508,Neymar,33.0,1992-02-05,BRA,,MALE,FORWARD,UNKNOWN,52747,Da Silva Santos Junior,10,4.0,19.0,4.0,53.0,7.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250052469,Mohamed Salah,33.0,1992-06-15,EGY,EGY,MALE,FORWARD,WINGER,7889,M.Salah,11,4.0,17.0,8.0,16.0,13.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,1902160,Eden Hazard,34.0,1991-01-07,BEL,BEL,MALE,FORWARD,WINGER,50051,Hazard,7,4.0,1.0,4.0,23.0,8.0
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,53749,Ricardo Quaresma,42.0,1983-09-26,POR,POR,MALE,MIDFIELDER,WINGER,,QUARESMA,7,3.0,33.0,2.0,18.0,7.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250070417,Joshua Kimmich,30.0,1995-02-08,GER,GER,MALE,MIDFIELDER,CENTRE_BACK,50037,Kimmich,6,3.0,28.0,3.0,0.0,11.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,250085466,Joaquín Correa,31.0,1994-08-13,ARG,,MALE,FORWARD,WINGER,,Correa,20,3.0,3.0,2.0,21.0,8.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,250000919,Kieran Trippier,35.0,1990-09-19,ENG,,MALE,DEFENDER,FULL_BACK,59324,Trippier,2,3.0,2.0,1.0,1.0,3.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,1900737,Marcelo,37.0,1988-05-12,ESP,BRA,MALE,DEFENDER,UNKNOWN,50051,Marcelo,12,3.0,2.0,0.0,12.0,11.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250049798,Alberto Moreno,33.0,1992-07-05,ESP,ESP,MALE,DEFENDER,FULL_BACK,79946,Alberto M.,18,3.0,2.0,0.0,1.0,8.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,1906540,David Alaba,33.0,1992-06-24,AUT,AUT,MALE,DEFENDER,FULL_BACK,50051,ALABA,4,3.0,1.0,0.0,3.0,7.0
2018,50136,NAP,Napoli,Napoli,Italy,Italia,250019924,Dries Mertens,38.0,1987-05-06,BEL,,MALE,FORWARD,STRIKER,50067,MERTENS,10,3.0,0.0,11.0,5.0,6.0
2018,52747,PSG,Paris,Paris,France,Francia,250076574,Kylian Mbappé,26.0,1998-12-20,FRA,FRA,MALE,FORWARD,STRIKER,50051,MBAPPÉ,10,3.0,0.0,7.0,23.0,8.0
2018,50137,ROM,Roma,Roma,Italy,Italia,72048,Edin Džeko,39.0,1986-03-17,BIH,BIH,MALE,FORWARD,STRIKER,52817,Dzeko,9,3.0,0.0,7.0,8.0,12.0
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,250066239,Gelson Martins,30.0,1995-05-11,POR,,MALE,FORWARD,ATTACKING_MIDFIELDER,2610,Gelson.M,10,3.0,0.0,3.0,15.0,6.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,250042781,Anthony Martial,29.0,1995-12-05,FRA,,MALE,FORWARD,UNKNOWN,50129,Martial,26,3.0,0.0,1.0,19.0,8.0
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,250024349,Marcel Sabitzer,31.0,1994-03-17,AUT,AUT,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52758,Sabitzer,20,3.0,0.0,1.0,1.0,5.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,250058217,Dele Alli,29.0,1996-04-11,ENG,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,79946,Dele,20,3.0,0.0,0.0,13.0,5.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250054949,Kingsley Coman,29.0,1996-06-13,FRA,FRA,MALE,FORWARD,WINGER,50037,Coman,11,3.0,0.0,0.0,8.0,6.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,250024448,Dani Carvajal,33.0,1992-01-11,ESP,ESP,MALE,DEFENDER,FULL_BACK,50051,CARVAJAL,2,3.0,0.0,0.0,5.0,8.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,250003399,Éver Banega,37.0,1988-06-29,ARG,ARG,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52714,Ever Banega,10,2.0,41.0,2.0,13.0,9.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250021636,James Rodríguez,34.0,1991-07-12,COL,COL,MALE,MIDFIELDER,UNKNOWN,74070,JAMES,16,2.0,39.0,2.0,3.0,12.0
2018,50137,ROM,Roma,Roma,Italy,Italia,105814,Aleksandar Kolarov,40.0,1985-11-10,SRB,SRB,MALE,,FULL_BACK,,,11,2.0,36.0,1.0,24.0,12.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,250067802,Alex Telles,32.0,1992-12-15,BRA,,MALE,DEFENDER,FULL_BACK,52714,Alex Telles,3,2.0,28.0,2.0,4.0,7.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250020682,Philippe Coutinho,33.0,1992-06-12,BRA,BRA,MALE,FORWARD,ATTACKING_MIDFIELDER,,Coutinho,23,2.0,21.0,0.0,14.0,5.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,1909920,Pablo Sarabia,33.0,1992-05-11,ESP,,MALE,FORWARD,WINGER,52747,Sarabia Garcia,19,2.0,20.0,6.0,10.0,10.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,250024454,Isco,33.0,1992-04-21,ESP,ESP,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52265,Isco,22,2.0,19.0,6.0,12.0,11.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,95803,Lionel Messi,38.0,1987-06-24,ARG,ARG,MALE,FORWARD,UNKNOWN,52747,Messi,30,2.0,19.0,5.0,21.0,10.0
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,250045024,Marlos,37.0,1988-06-07,UKR,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52707,Marlos,11,2.0,18.0,2.0,7.0,8.0
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250021739,Shinji Kagawa,36.0,1989-03-17,JPN,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52883,Shinji Kagawa,23,2.0,10.0,1.0,1.0,5.0
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,250014668,Steven Berghuis,33.0,1991-12-19,NED,,MALE,FORWARD,WINGER,50143,Berghuis,23,2.0,9.0,3.0,4.0,6.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,95665,Franck Ribéry,42.0,1983-04-07,FRA,FRA,MALE,MIDFIELDER,WINGER,69364,Ribery,7,2.0,9.0,1.0,11.0,8.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,250024391,Denis Suárez,31.0,1994-01-06,ESP,,MALE,MIDFIELDER,UNKNOWN,69619,Denis Suárez,22,2.0,8.0,2.0,4.0,3.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,64257,David Silva,39.0,1986-01-08,ESP,ESP,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Silva,21,2.0,7.0,4.0,5.0,7.0
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,250027830,Quincy Promes,33.0,1992-01-04,NED,NED,MALE,FORWARD,WINGER,50068,Promes,24,2.0,7.0,2.0,11.0,5.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250059115,Bernardo Silva,31.0,1994-08-10,POR,POR,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,52919,Bernardo,20,2.0,6.0,0.0,8.0,9.0
2018,50124,ATM,Atleti,Atleti,Spain,España,250019498,Antoine Griezmann,34.0,1991-03-21,FRA,FRA,MALE,FORWARD,STRIKER,50124,GRIEZMANN,7,2.0,5.0,7.0,2.0,6.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,250040521,Lucas Vázquez,34.0,1991-07-01,ESP,ESP,MALE,DEFENDER,STRIKER,50109,Lucas V.,21,2.0,5.0,3.0,4.0,10.0
2018,50137,ROM,Roma,Roma,Italy,Italia,250006202,Stephan El Shaarawy,33.0,1992-10-27,ITA,ITA,MALE,FORWARD,WINGER,50137,EL SHAARAWY,92,2.0,4.0,1.0,5.0,10.0
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,250054961,Olivier Ntcham,29.0,1996-02-09,CMR,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,53060,Ntcham,10,2.0,4.0,0.0,2.0,5.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250005335,İlkay Gündoğan,35.0,1990-10-24,GER,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50067,GÜNDOĞAN,20,2.0,3.0,0.0,2.0,9.0
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,97869,Bibras Natcho,37.0,1988-02-18,ISR,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50162,Natcho,10,2.0,3.0,0.0,1.0,4.0
2018,50137,ROM,Roma,Roma,Italy,Italia,1906233,Radja Nainggolan,37.0,1988-05-04,BEL,BEL,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50113,Nainggolan,4,2.0,2.0,2.0,11.0,11.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,63706,Cristiano Ronaldo,40.0,1985-02-05,POR,POR,MALE,FORWARD,STRIKER,2612795,Ronaldo,7,2.0,1.0,19.0,18.0,13.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,250002701,Pedro Rodríguez,38.0,1987-07-28,ESP,ESP,MALE,FORWARD,WINGER,52973,Pedro,9,2.0,1.0,1.0,5.0,7.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,250064235,Ricardo Pereira,32.0,1993-10-06,POR,,MALE,DEFENDER,FULL_BACK,53577,Pereira,21,2.0,1.0,0.0,3.0,7.0
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,250027015,Tonny Vilhena,30.0,1995-01-03,NED,NED,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2607117,VILHENA,52,2.0,1.0,0.0,0.0,6.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250061119,Sadio Mané,33.0,1992-04-10,SEN,,MALE,FORWARD,STRIKER,50037,Mané,17,2.0,0.0,10.0,32.0,11.0
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,250062178,Facundo Ferreyra,34.0,1991-03-14,ARG,ARG,MALE,FORWARD,STRIKER,,Ferreyra,9,2.0,0.0,8.0,3.0,8.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250002096,Robert Lewandowski,37.0,1988-08-21,POL,POL,MALE,FORWARD,STRIKER,50080,Lewandowski,9,2.0,0.0,7.0,6.0,11.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,102225,Gareth Bale,36.0,1989-07-16,WAL,WAL,MALE,FORWARD,STRIKER,2612725,BALE,18,2.0,0.0,6.0,3.0,7.0
2018,50023,MON,Monaco,Monaco,France,Francia,250064177,Keita Baldé,30.0,1995-03-08,SEN,,MALE,MIDFIELDER,WINGER,2602684,Keita Balde,11,2.0,0.0,5.0,0.0,6.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250024795,Raheem Sterling,30.0,1994-12-08,ENG,,MALE,MIDFIELDER,WINGER,52280,Sterling,30,2.0,0.0,4.0,6.0,8.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250010259,Kyle Walker,35.0,1990-05-28,ENG,,MALE,DEFENDER,FULL_BACK,53354,WALKER,32,2.0,0.0,4.0,3.0,7.0
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,250055967,Mohamed Elyounoussi,31.0,1994-08-04,NOR,,MALE,FORWARD,WINGER,52709,ElYounossi,10,2.0,0.0,3.0,21.0,8.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250003318,Thomas Müller,36.0,1989-09-13,GER,GER,MALE,FORWARD,WINGER,50037,Müller,25,2.0,0.0,3.0,4.0,10.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,103561,Daniel Sturridge,36.0,1989-09-01,ENG,ENG,MALE,FORWARD,STRIKER,52731,Sturridge,19,2.0,0.0,3.0,2.0,5.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,250017920,Vincent Aboubakar,33.0,1992-01-22,CMR,CMR,MALE,FORWARD,STRIKER,2607118,ABOUBAKAR,10,2.0,0.0,3.0,1.0,6.0
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,1908297,Cenk Tosun,34.0,1991-06-07,TUR,TUR,MALE,FORWARD,STRIKER,52692,CENK TOSUN,23,2.0,0.0,2.0,11.0,6.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,74327,Sami Khedira,38.0,1987-04-04,GER,GER,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,5451,Khedira,6,2.0,0.0,2.0,4.0,8.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,250025875,Serge Aurier,32.0,1992-12-24,CIV,CIV,MALE,DEFENDER,FULL_BACK,50067,AURIER,92,2.0,0.0,1.0,9.0,6.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,58031,Andrés Iniesta,41.0,1984-05-11,ESP,ESP,MALE,FORWARD,ATTACKING_MIDFIELDER,,A. Iniesta,8,2.0,0.0,1.0,8.0,8.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,250086907,Moussa Marega,34.0,1991-04-14,MLI,,MALE,FORWARD,STRIKER,,Marega,11,2.0,0.0,1.0,5.0,6.0
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,250187661,Georginio Wijnaldum,35.0,1990-11-11,NED,NED,MALE,MIDFIELDER,,2611452,WIJNALDUM,25,2.0,0.0,0.0,7.0,12.0
2018,52747,PSG,Paris,Paris,France,Francia,250006200,Marco Verratti,33.0,1992-11-05,ITA,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52747,VERRATTI,6,2.0,0.0,0.0,5.0,8.0
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,250061619,Diogo Figueiras,34.0,1991-07-01,POR,POR,MALE,DEFENDER,FULL_BACK,2607252,D. Figueiras,2,2.0,0.0,0.0,4.0,4.0
2018,52714,SEV,Sevilla,Sevilla,Spain,España,250022295,Sergio Escudero,36.0,1989-09-02,ESP,ESP,MALE,DEFENDER,FULL_BACK,59044,Escudero,18,2.0,0.0,0.0,3.0,10.0
2018,52747,PSG,Paris,Paris,France,Francia,250053905,Adrien Rabiot,30.0,1995-04-03,FRA,FRA,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50058,Rabiot,25,2.0,0.0,0.0,2.0,8.0
2018,52747,PSG,Paris,Paris,France,Francia,250024288,Layvin Kurzawa,33.0,1992-09-04,FRA,FRA,MALE,DEFENDER,,52819,KURZAWA,20,2.0,0.0,0.0,2.0,6.0
2018,50064,POR,Porto,Porto,Portugal,Portugal,250014528,Danilo,34.0,1991-09-09,POR,GNB,MALE,MIDFIELDER,DEFENSIVE_MIDFIELDER,52747,DANILO,15,2.0,0.0,0.0,2.0,6.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,250054829,Corentin Tolisso,31.0,1994-08-03,FRA,FRA,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,5312,Tolisso,8,2.0,0.0,0.0,1.0,8.0
2018,52747,PSG,Paris,Paris,France,Francia,250100013,Giovani Lo Celso,29.0,1996-04-09,ARG,,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52265,LO CELSO,20,2.0,0.0,0.0,1.0,7.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,103147,Toni Kroos,35.0,1990-01-04,GER,GER,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,50051,KROOS,8,1.0,55.0,2.0,5.0,12.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,70072,Cesc Fàbregas,38.0,1987-05-04,ESP,ESP,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,,FÀBREGAS,4,1.0,28.0,0.0,0.0,8.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,250086333,Paulo Dybala,32.0,1993-11-15,ARG,ARG,MALE,FORWARD,STRIKER,50137,DYBALA,21,1.0,27.0,2.0,16.0,8.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,108908,Daley Blind,35.0,1990-03-09,NED,NED,MALE,DEFENDER,CENTRE_BACK,2602798,Blind,17,1.0,20.0,2.0,1.0,6.0
2018,52919,MCI,Man City,Man City,England,Inglaterra,250063984,Leroy Sané,29.0,1996-01-11,GER,GER,MALE,MIDFIELDER,WINGER,50067,SANÉ,10,1.0,19.0,11.0,20.0,9.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,104071,Miralem Pjanić,35.0,1990-04-02,BIH,BIH,MALE,MIDFIELDER,UNKNOWN,54266,Pjanić,16,1.0,19.0,1.0,5.0,8.0
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,1905884,Christian Eriksen,33.0,1992-02-14,DEN,,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,64332,Eriksen,14,1.0,18.0,1.0,6.0,6.0
2018,50137,ROM,Roma,Roma,Italy,Italia,250011977,Diego Perotti,37.0,1988-07-26,ARG,ARG,MALE,MIDFIELDER,WINGER,69364,PEROTTI,8,1.0,15.0,4.0,19.0,9.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,104584,Juan Mata,37.0,1988-04-28,ESP,ESP,MALE,MIDFIELDER,ATTACKING_MIDFIELDER,,Mata,8,1.0,15.0,2.0,2.0,6.0
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250007605,Mario Götze,33.0,1992-06-03,GER,GER,MALE,MIDFIELDER,STRIKER,50072,M. GÖTZE,27,1.0,14.0,1.0,2.0,5.0
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,250080570,Marco Asensio,29.0,1996-01-21,ESP,ESP,MALE,FORWARD,ATTACKING_MIDFIELDER,52692,M.ASENSIO,21,1.0,13.0,5.0,5.0,12.0
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,250064062,Vitinho,32.0,1993-10-09,BRA,,MALE,FORWARD,WINGER,,Coelho Santos,11,1.0,13.0,3.0,9.0,6.0
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,250000069,Andriy Yarmolenko,36.0,1989-10-23,UKR,RUS,MALE,MIDFIELDER,WINGER,52723,Yarmolenko,7,1.0,12.0,2.0,6.0,6.0
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,250042213,Andrija Živković,29.0,1996-07-11,SRB,,MALE,FORWARD,WINGER,50130,A. Živković,14,1.0,12.0,0.0,5.0,5.0
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,57134,Arjen Robben,41.0,1984-01-23,NED,NED,MALE,MIDFIELDER,UNKNOWN,50144,Robben,10,1.0,10.0,4.0,12.0,9.0
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,250088246,Marcus Rashford,28.0,1997-10-31,ENG,,MALE,FORWARD,STRIKER,50080,Rashford,14,1.0,10.0,3.0,13.0,8.0
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,250017753,Kostas Fortounis,33.0,1992-10-16,GRE,GRE,MALE,FORWARD,ATTACKING_MIDFIELDER,2610,Fortounis,7,1.0,10.0,1.0,3.0,6.0
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,1905688,Willian,37.0,1988-08-09,BRA,BRA,MALE,MIDFIELDER,WINGER,75386,Willian,18,1.0,9.0,1.0,16.0,8.0
2018,50023,MON,Monaco,Monaco,France,Francia,70098,João Moutinho,39.0,1986-09-08,POR,POR,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,52336,J. Moutinho,8,1.0,9.0,1.0,0.0,6.0
2018,52747,PSG,Paris,Paris,France,Francia,1905153,Ángel Di María,37.0,1988-02-14,ARG,ARG,MALE,FORWARD,UNKNOWN,50147,Di Maria,11,1.0,9.0,0.0,6.0,5.0
2018,50139,JUV,Juventus,Juventus,Italy,Italia,250016027,Douglas Costa,35.0,1990-09-14,BRA,,MALE,MIDFIELDER,WINGER,50037,Costa,11,1.0,8.0,3.0,25.0,10.0
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,250014636,Kevin Kampl,35.0,1990-10-09,SVN,GER,MALE,MIDFIELDER,CENTRAL_MIDFIELDER,2603790,Kampl,44,1.0,8.0,1.0,3.0,6.0
2018,50080,BAR,Barcelona,Barcelona,Spain,España,250013890,Gerard Deulofeu,31.0,1994-03-13,ESP,,MALE,FORWARD,UNKNOWN,51310,Deulofeu,16,1.0,8.0,1.0,3.0,3.0
